ID,LIMIT_BAL,PAY_0,PAY_2,BILL_AMT1,BILL_AMT2,PAY_AMT1,PAY_AMT2,PAY_AMT4,default.payment.next.month
535,50000,-2,-2,2411,3059,3068,2440,2204,0
536,60000,-1,-1,480,1675,1675,2500,4825,0
537,440000,0,0,330759,337794,13100,11000,9000,0
538,120000,0,0,92007,87939,5417,2847,1919,0
539,50000,0,0,3257,4166,1000,0,318,0
540,110000,1,2,92638,90905,600,7300,3700,0
541,2.00E+05,-1,-1,399,0,0,0,218,0
542,150000,1,-2,0,0,0,0,0,0
543,30000,2,3,28778,28039,0,1000,1100,1
544,1.00E+05,0,0,30092,30486,1553,5000,14761,0
545,360000,-1,0,12339,10138,10000,13912,0,0
546,390000,0,0,50620,43220,5000,3000,2000,0
547,220000,1,-2,-65,-65,0,0,0,1
548,160000,-2,-2,0,0,0,0,0,0
549,230000,-1,-1,2403,7357,7357,2566,1000,0
550,120000,0,0,52437,50473,5024,5000,4000,0
551,1.00E+05,0,0,4657,6068,1500,1000,0,1
552,190000,-1,-1,28204,0,0,16500,26854,1
553,50000,0,0,50715,51073,2500,1500,2000,1
554,240000,1,-1,0,6370,6370,0,0,0
555,40000,-2,-2,35285,36714,2000,1600,1607,0
556,630000,0,0,37850,68187,38187,1207,8654,0
557,160000,-2,-2,5233,5393,5401,1829,150,0
558,110000,0,0,65299,74565,11000,5800,3200,0
559,20000,0,0,17208,18419,2055,0,0,0
560,210000,0,0,57192,58472,2800,2753,2255,0
561,270000,-1,-1,5780,12006,12006,5736,2457,0
562,360000,-2,-2,640,2113,2231,0,948,0
563,60000,-1,-1,631,2790,2790,1758,416,0
564,360000,-1,0,108351,111201,8005,8004,5000,0
565,390000,2,2,834,155,1,1693,7,0
566,250000,-2,-2,7244,8472,8514,1751,2403,0
567,90000,0,0,13141,14526,1600,1500,5000,1
568,360000,-1,-1,7071,401,1510,3575,10155,0
569,50000,0,0,35429,30626,1537,1947,1000,0
570,270000,0,0,18751,5706,1000,0,0,0
571,2.00E+05,1,-1,55788,8360,8394,4927,19561,0
572,50000,0,0,49809,50364,2040,2766,1000,0
573,350000,-1,-1,10900,10478,10530,0,0,0
574,160000,-2,-1,3128,5156,5156,1089,3177,1
575,80000,-1,-1,3367,4641,4641,2290,6764,0
576,290000,2,0,279610,282024,13000,10200,8803,1
577,270000,-1,-1,475,475,475,5691,14000,0
578,80000,-1,-1,5994,32223,13647,8314,0,0
579,50000,0,0,5197,6015,1300,1100,500,0
580,30000,-2,-1,7797,2687,2687,8765,2040,0
581,30000,1,-1,0,780,780,0,0,1
582,90000,-1,0,35785,29155,15155,5485,8598,0
583,160000,-1,-1,1433,3746,3757,30348,21636,0
584,80000,0,0,77766,77954,4000,2374,2500,0
585,50000,0,0,50300,50898,2200,1600,1700,0
586,20000,0,0,14603,15661,1600,1300,1600,0
587,220000,1,-2,0,0,0,0,0,1
588,210000,-1,-1,8817,23634,23776,0,1561,1
589,130000,0,0,131575,130931,6700,6000,1319,0
590,260000,-1,-1,5841,23194,23194,50000,17024,0
591,230000,0,0,30341,25981,5000,5000,2000,0
592,160000,0,0,83255,83912,4000,3924,3300,0
593,50000,0,0,34976,6018,1127,1074,249,0
594,80000,0,0,48747,45955,2145,1844,5017,0
595,110000,0,0,56700,57875,2681,2724,2362,0
596,2.00E+05,0,0,144678,140804,5090,5014,4844,0
597,360000,0,0,268112,263368,9429,8738,7154,0
598,210000,1,-2,0,0,0,0,0,0
599,80000,2,0,79243,75254,3249,3000,2500,0
600,3.00E+05,-1,-1,-475,5191,10000,0,2768,1
601,310000,0,0,23396,24182,1426,1379,898,0
602,30000,-1,-1,390,390,390,390,390,1
603,170000,0,0,17862,17927,1323,1196,563,0
604,140000,2,2,26450,28823,3007,0,2070,0
605,180000,1,-2,0,0,0,0,0,0
606,50000,1,2,22746,22099,0,2700,2200,0
607,50000,0,0,9214,10359,1351,1500,0,0
608,110000,0,0,40882,35428,2000,5000,0,0
609,450000,-2,-2,3996,9120,9120,8528,6368,0
610,2.00E+05,-1,-1,390,390,390,390,390,0
611,220000,0,0,44177,25736,1006,32906,13580,0
612,360000,0,0,3280,0,0,0,0,1
613,50000,0,0,48226,48727,2000,1684,2000,0
614,40000,2,2,36650,29541,0,1435,993,0
615,190000,1,2,115049,117856,6000,5000,9000,0
616,150000,0,0,21724,23168,2100,1200,64,0
617,2.00E+05,1,-2,0,0,0,0,595,0
618,270000,0,0,137807,123769,5000,5000,4500,0
619,60000,0,0,58839,53235,2018,1900,1500,0
620,2.00E+05,0,0,80833,79100,3315,3088,2559,0
621,150000,0,0,36146,36184,3000,3000,2500,0
622,180000,-1,-1,340,-120,0,1000,460,0
623,90000,0,0,7624,0,0,0,0,0
624,360000,1,-2,0,0,0,0,166,0
625,90000,-1,-1,491,0,0,0,0,0
626,20000,0,0,13168,13888,1237,1249,0,0
627,70000,0,0,60040,55274,2600,1800,3140,0
628,230000,-1,-1,660,660,660,660,660,0
629,30000,0,0,29434,28960,1465,2000,1200,0
630,2.00E+05,-1,-1,4430,7182,7193,3855,6788,0
631,1.00E+05,-1,-1,1440,0,0,0,0,0
632,50000,0,0,26795,28056,2000,2000,4000,0
633,20000,0,0,16591,16442,1155,1000,1304,0
634,210000,-2,-2,0,0,0,0,0,0
635,110000,0,0,46486,35758,4086,1428,2171,0
636,20000,-1,-1,550,228,228,0,0,0
637,50000,0,0,5630,6629,1107,1000,1500,0
638,50000,0,0,21986,21520,1362,1294,680,0
639,4.00E+05,-1,-1,60125,1981,1981,4521,77000,0
640,170000,0,0,56364,58132,3000,3000,3000,0
641,280000,0,0,148363,148432,6900,6867,5500,0
642,130000,0,0,100143,50456,2500,1000,0,0
643,210000,0,0,46255,50486,5000,5000,4500,0
644,370000,0,0,276436,239025,20000,13000,10000,0
645,30000,0,0,29493,19433,3200,0,1000,0
646,150000,1,-1,214450,147280,5180,5000,0,0
647,60000,2,0,35369,35320,1027,0,0,1
648,80000,0,0,77615,77303,3100,2586,2500,0
649,280000,2,2,186149,181779,0,15000,7000,1
650,20000,8,7,21075,20795,0,0,0,0
651,270000,-2,-2,0,0,0,1100,0,0
652,240000,0,0,14348,7500,1000,7816,7500,0
653,20000,0,0,20137,20179,1300,1301,900,0
654,450000,1,-2,-200,-200,0,200,0,1
655,10000,0,0,8177,9131,2500,1145,1000,0
656,280000,-2,-2,2082,3557,3597,5672,3885,1
657,290000,0,0,13820,15614,2000,1300,2000,0
658,190000,0,0,46923,48666,2500,2000,2000,1
659,80000,0,0,53261,38091,4500,2011,0,0
660,280000,-1,2,427,298,0,1179,1290,0
661,160000,-2,-2,14150,8106,8106,12431,13391,0
662,90000,0,0,42856,44925,3114,0,1457,1
663,140000,-1,-1,1034,40000,40000,0,0,0
664,50000,0,0,5137,5960,1300,1000,200,0
665,40000,0,0,24114,25417,2000,4110,1200,0
666,130000,0,0,130067,129385,5540,4403,3562,0
667,70000,0,0,61611,62711,3011,3095,4600,0
668,30000,0,0,25078,25538,1500,1387,1000,0
669,1.00E+05,1,2,97002,102698,8200,0,0,0
670,20000,2,2,5766,7511,2000,500,500,1
671,30000,2,-1,99568,32326,33000,33000,1325,0
672,20000,0,0,12857,14183,1541,1248,1000,1
673,1.00E+05,2,0,96193,82342,3600,3800,3000,1
674,30000,2,2,2400,2400,0,0,0,1
675,320000,0,0,97797,99672,4520,5050,3700,0
676,90000,2,2,64762,63164,0,2900,2500,1
677,190000,2,2,145613,156765,15000,6600,6500,1
678,2.00E+05,0,0,71989,122129,52129,30000,6000,0
679,3.00E+05,-1,-1,3345,1083,1087,4355,0,0
680,30000,-1,0,29033,17013,1283,7024,7024,0
681,110000,0,0,26650,20787,1532,2000,3000,0
682,230000,-2,-2,0,0,0,1024,0,0
683,230000,0,0,4259,5432,1250,1000,0,0
684,310000,0,0,106468,108955,8000,6000,5000,0
685,320000,0,0,247276,241167,10000,10000,19000,0
686,360000,-1,-1,1548,-32,0,177671,4876,0
687,20000,-1,-1,780,0,0,732,1000,1
688,170000,0,0,162671,166202,7500,6000,7000,0
689,140000,0,0,123049,125616,4310,5913,4580,0
690,80000,0,0,51372,51872,1853,1700,1548,0
691,150000,0,0,60015,72227,20000,30000,0,0
692,170000,-1,2,1170,780,0,0,0,0
693,2.00E+05,2,0,159398,156955,6163,4530,5000,1
694,70000,0,0,55664,59529,5800,0,4500,0
695,320000,-2,-2,43528,498,500,431,5439,0
696,150000,-2,-2,0,0,0,0,0,0
697,50000,0,0,27966,28539,1267,1553,1000,0
698,90000,-1,2,8792,7500,0,0,0,0
699,280000,-2,-2,28026,41302,41346,52110,3955,0
700,3.00E+05,0,0,43610,43280,1655,1797,0,0
701,4.00E+05,-2,-2,0,8235,8235,0,1524,0
702,2.00E+05,-1,-1,5780,105,105,105,7384,0
703,10000,0,0,8109,9778,2000,1036,0,1
704,50000,1,3,52515,51424,0,0,1000,1
705,30000,1,2,22582,26518,4600,0,0,0
706,50000,-1,0,15448,16392,1500,2000,1200,1
707,50000,1,2,58102,59011,2500,2500,2000,0
708,30000,1,2,12289,11806,0,1970,1000,0
709,20000,0,0,10476,7279,1000,688,0,0
710,20000,0,0,16326,17497,1441,1400,376,0
711,50000,0,0,17681,18249,1611,2000,1000,0
712,30000,0,0,47912,25023,1755,1500,1909,0
713,360000,1,2,18886,14249,0,3828,319,0
714,170000,1,-1,0,1690,1690,0,0,0
715,4.00E+05,-2,-2,203,767,770,667,0,0
716,50000,0,0,34962,32275,1613,2000,2000,0
717,160000,0,0,80964,80337,4000,4000,4000,0
718,70000,0,0,69418,68943,2382,2025,25,1
719,150000,1,-2,0,0,0,0,0,0
720,80000,0,0,45174,41885,3000,3413,5000,0
721,30000,0,0,23892,28459,5300,0,3352,0
722,10000,0,0,7960,9649,2000,1000,1500,1
723,180000,1,-1,0,3338,3338,3333,3333,0
724,320000,-1,-1,9192,13920,13942,4022,8420,0
725,80000,0,0,25935,27210,2000,2338,0,0
726,10000,0,0,7139,8416,1400,1700,400,1
727,360000,-1,-1,12865,4462,4484,19623,5355,0
728,450000,-2,-2,-14,2568,2582,0,0,0
729,330000,0,0,49549,133957,90000,3000,8875,0
730,60000,-1,2,546,255,0,500,0,1
731,50000,0,0,9935,11029,1234,2000,1000,0
732,2.00E+05,0,0,152856,156104,6000,5000,5000,0
733,120000,1,2,1278,639,0,621,0,0
734,160000,-1,-1,316,316,316,0,632,0
735,110000,0,0,46132,41050,2306,2111,1725,0
736,70000,-2,-2,27345,-1041,1041,18862,663,0
737,150000,0,0,101593,101886,4000,4032,4000,0
738,610000,0,0,142764,126606,6540,2100,50000,0
739,110000,0,0,92849,94766,4346,4075,3238,0
740,80000,2,0,17330,19258,3000,4790,816,1
741,170000,0,0,109863,79574,4380,3000,3000,0
742,110000,-1,-1,1064,2001,2007,3796,0,0
743,140000,0,0,56764,57950,2115,2004,2073,0
744,70000,0,0,43048,43257,3000,4000,1500,0
745,260000,-2,-2,29484,28592,10000,3000,10420,0
746,170000,0,0,21310,22957,2000,2000,5000,0
747,50000,0,0,10821,11877,1221,2000,2000,0
748,3.00E+05,0,0,280823,275303,11000,12000,6500,1
749,150000,2,-1,390,390,390,390,5202,1
750,50000,8,7,37647,37102,0,0,0,1
751,50000,1,-2,0,0,0,1756,1537,0
752,90000,2,0,84710,87334,4000,3258,0,0
753,50000,0,0,48036,46787,2100,1227,2000,1
754,5.00E+05,-1,0,43346,43976,4006,2383,782,0
755,470000,-1,0,873,1593,1005,1000,688,0
756,230000,0,0,110163,112499,5600,5700,1855,0
757,140000,0,0,4113,6030,2000,16025,1000,0
758,230000,2,0,9636,10152,1222,1837,7863,1
759,420000,0,0,25103,21330,1509,1067,2210,0
760,30000,0,0,31319,31181,1564,1800,1500,0
761,50000,1,2,43343,43360,1300,1400,1700,1
762,140000,-1,-1,197,0,0,0,0,0
763,260000,-1,-1,7967,67650,67650,6000,88348,0
764,90000,-1,2,19450,3123,0,3509,0,0
765,240000,0,0,240878,233838,10000,11000,10000,0
766,510000,-1,0,2115,2116,1117,4560,69,0
767,110000,0,0,81665,46070,2460,2000,2000,0
768,210000,-1,-1,11442,3738,3738,7526,5000,0
769,220000,-1,-1,158,0,0,0,0,0
770,2.00E+05,-2,-2,2257,4261,4266,1667,0,0
771,360000,-1,-1,10733,15206,15206,15032,11114,0
772,260000,-1,-1,316,316,316,316,316,0
773,20000,0,0,11026,9535,1174,1149,356,0
774,120000,0,0,113869,116110,5498,5500,4300,0
775,50000,-1,2,7363,5180,39,32013,0,0
776,60000,1,2,29649,21657,0,8000,9000,0
777,2.00E+05,-2,-2,12716,16164,16244,1963,4849,0
778,20000,-1,-1,1438,1261,1261,451,780,0
779,50000,2,0,47858,49223,2500,3000,4000,1
780,50000,1,-2,0,0,0,190,36059,0
781,230000,0,0,40732,44563,5000,0,0,0
782,50000,-1,-1,819,3003,2184,5,1316,0
783,1.00E+05,2,2,79580,81493,3790,3200,3200,1
784,210000,1,-2,0,0,0,2490,0,1
785,230000,0,0,87764,73526,2630,2614,0,1
786,5.00E+05,1,-2,31421,22150,22157,0,0,0
787,370000,-1,-1,929,328,328,0,1815,0
788,230000,-1,-1,2648,191,200,1950,10000,0
789,80000,0,0,11894,12287,1284,1047,359,0
790,60000,-1,0,55064,57833,5000,1033,0,0
791,30000,1,2,25382,26480,1800,0,960,0
792,70000,1,-1,-54,273,600,19,0,0
793,410000,-1,-1,5335,5369,5400,0,0,0
794,280000,1,-2,-288,-288,0,0,0,0
795,50000,0,0,46750,48317,2320,1282,1323,0
796,1.00E+05,0,0,97062,74352,2800,2700,3500,0
797,230000,-2,-2,0,0,0,0,0,0
798,50000,0,0,13801,9549,1372,1275,0,0
799,1.00E+05,2,2,15355,17949,3164,800,0,0
800,210000,0,0,37148,35754,2000,2000,1342,0
801,4.00E+05,-1,-1,385,12695,13032,1290,0,0
802,20000,4,3,20610,20005,0,0,715,1
803,50000,-1,-1,2000,780,780,0,3000,0
804,230000,-1,-1,6666,6666,6666,0,0,0
805,220000,0,0,31037,6244,3050,0,0,0
806,3.00E+05,0,0,25239,25001,1713,1000,0,0
807,80000,1,-1,998,6858,6861,11,7329,0
808,20000,0,0,16754,18873,2400,1600,1600,1
809,190000,0,0,31061,32129,1750,1720,2600,0
810,160000,0,0,2694,38433,35888,1325,1000,0
811,120000,0,0,70096,76446,8100,0,0,0
812,7.00E+05,0,0,99259,102345,5000,10000,2016,0
813,140000,1,-2,0,0,0,0,1086,0
814,3.00E+05,-1,0,24921,21333,2000,3000,5000,0
815,120000,1,2,66055,67405,3000,2700,2600,1
816,280000,0,0,213738,228963,20300,0,6300,0
817,70000,2,2,54968,51384,0,2100,1900,1
818,20000,-1,-1,4101,507,507,3042,8402,0
819,150000,-1,-1,2605,2605,2605,4590,2605,0
820,60000,0,-1,15380,4116,4147,19435,1000,0
821,2.00E+05,-1,-1,780,0,0,390,0,0
822,50000,1,2,48861,48082,2000,2233,1100,1
823,150000,-1,0,55336,58255,5085,4000,2000,0
824,20000,0,0,20243,20400,1410,1200,700,0
825,40000,0,0,11058,11471,2000,1500,2300,1
826,170000,1,-1,0,7042,7042,2986,0,0
827,50000,1,2,27087,26372,0,1400,2100,0
828,10000,0,0,8755,8158,1167,1022,0,0
829,2.00E+05,-1,-1,3035,199602,199646,720,0,0
830,50000,0,-1,20944,4696,2360,49325,1882,0
831,320000,-1,0,2007,3477,2000,1000,2000,0
832,20000,8,7,24310,23987,0,0,0,0
833,470000,0,0,152478,62084,3001,4005,97441,1
834,230000,-1,-1,550,0,0,13013,3659,0
835,20000,0,0,17246,16988,2000,2000,0,0
836,30000,-1,-1,1598,2487,2487,0,2796,1
837,80000,2,2,22895,23837,1600,1100,1100,0
838,110000,0,0,15069,16123,1600,1300,1000,0
839,420000,0,0,88948,79783,30000,10575,10000,0
840,5.00E+05,1,-2,0,0,0,0,0,1
841,80000,1,2,79318,79459,2000,2201,1000,0
842,350000,0,0,67648,68557,3039,2047,1703,0
843,30000,-2,-2,0,0,0,0,7463,0
844,110000,1,-2,0,0,0,0,0,1
845,5.00E+05,0,0,315201,332071,25000,50000,19586,0
846,490000,-1,-1,4290,4738,4738,2803,10722,0
847,3.00E+05,-2,-2,205064,-86,0,0,0,0
848,50000,2,0,47647,50232,3700,3700,1072,1
849,150000,4,4,151117,153787,6500,0,0,1
850,80000,-1,2,726,726,0,15400,0,0
851,40000,0,0,20035,21406,2000,4000,20000,0
852,30000,1,2,29095,30819,2500,0,1000,0
853,50000,0,0,30400,0,500,0,0,0
854,140000,0,0,44733,44144,2100,2027,1600,0
855,50000,0,0,4987,6741,2000,3000,1500,0
856,30000,-2,-2,26957,26269,1333,2256,787,0
857,40000,0,0,26461,29425,3400,1500,5000,1
858,1.00E+05,2,2,50485,51582,2200,2000,2500,1
859,130000,0,0,131041,133698,7000,5151,5000,0
860,20000,0,0,20218,19194,1482,1400,0,0
861,50000,-2,-2,0,0,0,0,0,0
862,260000,-2,-2,1086,2853,3552,38836,15000,0
863,30000,2,2,2450,2450,0,0,0,1
864,10000,0,0,15915,9050,2330,2200,333,0
865,2.00E+05,0,0,43515,44557,1739,1756,1726,0
866,30000,0,0,28234,28874,1484,1436,995,0
867,180000,0,0,119333,123150,6000,0,0,0
868,1.00E+05,0,0,29109,0,0,0,0,0
869,140000,0,0,105192,90337,3000,6000,4000,0
870,290000,0,0,310403,315048,12012,12012,11088,0
871,20000,0,0,14591,15616,1265,1277,629,0
872,80000,0,0,35660,37082,2000,2000,2500,0
873,5.00E+05,-2,-2,13655,8351,8351,2340,11435,0
874,180000,-1,-1,4453,3310,3310,7228,2832,0
875,20000,-1,-1,2946,0,0,390,390,0
876,30000,0,0,30606,29579,1800,1512,2500,0
877,150000,0,0,45335,50262,6000,6000,6000,0
878,280000,-1,-1,5924,5174,5174,1078,3158,0
879,50000,0,0,23587,24580,1800,1775,384,0
880,20000,2,0,15294,16340,1300,1300,1800,0
881,2.00E+05,-1,-1,4935,-200,0,11663,3232,0
882,210000,1,-2,0,0,0,0,0,1
883,230000,0,0,224020,227311,8750,7470,4710,0
884,50000,0,0,47917,48455,1988,1989,1054,0
885,50000,0,0,51737,27121,2930,1447,1041,1
886,70000,0,0,49605,51804,3000,2700,3000,0
887,310000,-2,-2,1544,1648,1300,1000,1000,0
888,180000,-1,-1,2488,13476,13476,3173,6594,0
889,90000,0,0,24401,22771,1454,1384,673,0
890,390000,0,0,149445,139794,8046,5150,5084,0
891,150000,-1,-1,772,337,340,618,150,0
892,4.00E+05,1,1,13611,15066,3019,5014,7040,0
893,80000,0,0,28408,25695,1259,1035,0,0
894,320000,0,0,137574,199563,6048,6371,3031,0
895,240000,-1,-1,238,0,0,0,0,1
896,2.00E+05,-2,-2,100,100,100,100,100,0
897,110000,1,2,92610,94755,4500,0,0,1
898,170000,2,2,131864,133897,5600,0,0,1
899,90000,0,0,11315,12340,1212,1221,0,1
900,2.00E+05,-1,-1,3877,11496,11496,1011,2923,0
901,360000,-2,-1,0,2500,2500,0,0,0
902,140000,-1,-1,4036,0,0,0,0,0
903,220000,0,0,168286,155893,10000,3900,1000,0
904,1.00E+05,0,0,154970,0,0,0,0,0
905,80000,2,0,57364,58637,2200,2200,1777,0
906,30000,-1,-1,27772,30461,3136,0,29709,0
907,50000,2,2,4187,5152,2300,0,0,1
908,120000,0,0,22431,12399,1500,1000,0,0
909,50000,0,0,7010,9876,3000,1500,2000,0
910,360000,0,-1,79837,27456,27465,50154,54456,0
911,90000,2,2,86014,92898,8300,2400,4000,0
912,5.00E+05,-1,0,386405,387910,25016,20018,79377,0
913,140000,0,0,68075,69972,3000,3000,3000,0
914,30000,0,0,17187,24045,7900,0,0,0
915,70000,0,0,19882,20611,1352,1600,1000,0
916,2.00E+05,-2,-2,0,0,0,0,0,0
917,350000,0,0,54969,47978,2087,1989,1466,0
918,120000,1,-2,0,0,0,0,0,1
919,240000,0,0,471814,478380,16044,15087,15000,0
920,90000,0,0,22109,25011,6000,5000,6000,0
921,260000,1,-2,0,0,0,0,1980,0
922,50000,0,0,27245,28300,1800,4400,1400,0
923,110000,0,0,8481,13066,4980,5124,5416,0
924,20000,-1,-1,1371,796,796,0,0,0
925,30000,0,0,27391,28412,1767,1700,1141,0
926,180000,-2,-1,11392,14688,3500,0,0,1
927,20000,0,0,5902,6767,1122,1500,302,0
928,50000,0,0,50342,50482,1896,1656,717,0
929,180000,-2,-2,10737,21197,21197,11936,9210,0
930,2.00E+05,-2,-2,1242,4006,4034,945,2947,0
931,260000,0,0,68411,60386,2500,4000,3835,0
932,320000,-1,-1,9955,3465,3465,84440,11533,1
933,160000,2,2,1989,-8,0,874,892,1
934,30000,2,0,7851,9065,1500,3000,2000,1
935,50000,0,0,16906,17645,1314,1147,512,0
936,50000,0,0,21062,6495,2000,1000,0,0
937,90000,0,0,47585,52084,10000,2600,2200,0
938,240000,1,2,11874,5979,0,6938,0,0
939,180000,1,2,15548,15009,0,3000,2000,1
940,2.00E+05,-1,-1,5150,10190,10190,10190,10594,0
941,50000,0,0,42543,34629,1900,1428,3000,0
942,50000,-1,-1,1261,1261,1261,1261,1261,0
943,330000,-1,-1,4785,3403,3523,0,0,0
944,80000,2,2,1200,1200,0,0,0,1
945,50000,-2,-2,3779,3944,3955,2124,3638,0
946,360000,0,0,15854,8174,1000,1004,646,0
947,240000,0,0,219099,217058,8131,8123,10000,0
948,50000,0,0,47069,48479,2169,2210,855,0
949,470000,0,0,190258,181207,40012,10020,25005,0
950,160000,-1,2,2000,1000,0,2125,1000,0
951,30000,-1,0,12897,13484,2011,2211,148,1
952,80000,0,0,81074,78262,3700,3400,2900,0
953,5.00E+05,-2,-1,10889,26146,29987,104279,1130,0
954,180000,-1,-1,3135,2822,2833,2015,2628,0
955,110000,-1,-1,2410,2151,2151,2161,107591,0
956,160000,0,-1,117126,11222,15315,15000,0,0
957,210000,0,0,21780,20974,1325,1074,99000,0
958,2.00E+05,-1,0,6206,6723,1120,1024,0,1
959,350000,-1,-1,4439,33720,33891,16267,234,0
960,250000,-1,-1,1338,-24,0,8348,23020,1
961,380000,1,2,8201,7882,39,0,0,1
962,30000,-1,-1,396,396,396,396,0,0
963,2.00E+05,0,0,33781,35879,3000,2000,2000,0
964,30000,-1,0,27826,28672,1600,1500,1000,0
965,50000,0,0,14937,12171,3027,3858,3009,0
966,5.00E+05,0,0,294827,292920,20007,20026,10017,0
967,30000,1,-2,0,0,0,1310,0,0
968,220000,-1,-1,996,4102,4102,1111,990,0
969,20000,0,0,42784,41009,3000,5000,3011,0
970,180000,0,0,74189,30670,2000,1000,2708,0
971,3.00E+05,-1,0,11973,61834,20979,5000,8808,1
972,130000,0,0,133461,133393,7010,6657,3952,0
973,180000,2,2,10159,12689,2710,0,0,1
974,150000,-2,-2,50,6527,8589,2500,1380,0
975,140000,0,0,134203,127319,5000,3500,2600,1
976,50000,0,0,49609,61162,2100,2000,3000,0
977,20000,1,2,6174,7543,2000,28,2000,1
978,180000,-1,-1,666,662,662,0,1056,0
979,180000,0,0,5591,6619,1126,4081,504,1
980,150000,-1,0,148747,145231,5500,5500,0,0
981,70000,0,0,63903,65248,3000,2190,2181,0
982,30000,8,7,34423,33952,0,0,0,0
983,5.00E+05,-2,-2,45106,81264,81690,18225,21570,1
984,60000,0,0,44801,41545,3000,4506,1800,0
985,50000,-2,-2,49860,50187,2500,1289,1315,0
986,130000,1,-1,1018,6377,6433,2,4990,1
987,260000,-2,-2,134736,135593,6067,10000,40157,0
988,380000,-2,-2,0,0,0,0,0,0
989,360000,2,2,286732,290690,10792,0,5800,0
990,50000,1,2,62847,60885,2100,0,2000,0
991,50000,0,0,58300,59727,7876,161,927,0
992,260000,-1,2,1215,856,0,291,98,1
993,80000,0,0,57376,58649,2200,2200,2300,0
994,360000,0,0,279846,169426,7004,1793,0,1
995,290000,1,-2,0,0,0,0,0,1
996,2.00E+05,-2,-2,-200,-200,0,0,60800,0
997,140000,0,0,39716,40799,1600,1600,1700,0
998,360000,1,-2,0,0,0,0,0,1
999,50000,-1,-1,780,0,0,780,390,1
1000,120000,2,2,113348,110119,0,5000,3934,0
1001,1.00E+05,0,0,94453,95860,3320,5000,1.00E+05,0
1002,2.00E+05,0,0,81865,86790,5000,2000,6500,0
1003,90000,-1,-1,4989,-818,0,2806,2274,0
1004,360000,1,-2,0,0,0,0,0,1
1005,150000,-2,-2,456,9664,9664,3420,0,1
1006,140000,-1,-1,2937,5150,2024,1522,496,0
1007,2.00E+05,-1,-1,1371,4068,4077,0,0,0
1008,170000,0,0,166246,169163,6700,6800,4700,0
1009,30000,0,0,19785,24633,5500,0,0,0
1010,80000,0,0,80000,0,0,0,0,0
1011,280000,0,0,164736,170564,8833,12005,8000,0
1012,410000,-1,-1,2744,2041,2051,5,266,0
1013,450000,-1,0,29747,53311,30323,10973,22923,0
1014,80000,0,0,79148,52174,2000,2000,1500,0
1015,360000,0,0,92961,76243,10125,13092,0,0
1016,130000,0,0,129689,107070,5000,4400,4000,0
1017,160000,0,0,2198,11155,9155,0,0,1
1018,140000,2,0,131795,134083,6743,5421,3290,1
1019,240000,1,-2,-55,-55,0,3600,1075,0
1020,180000,-1,-1,4148,0,0,0,0,0
1021,70000,0,0,69398,70352,2667,2321,2316,0
1022,150000,0,0,142827,126317,5000,4000,40000,0
1023,210000,-2,-2,138398,109115,5000,5000,2800,0
1024,2.00E+05,-1,0,9918,10971,1219,1165,592,0
1025,310000,-2,-2,4040,4048,4068,3964,3209,0
1026,180000,0,0,153099,150227,7005,6500,12042,0
1027,3.00E+05,0,0,62198,35674,1600,2600,903,0
1028,450000,-1,-1,11343,75083,75459,25413,27856,0
1029,2.00E+05,1,-1,-5,3465,3470,3191,90729,0
1030,30000,2,2,30374,29038,0,1500,1200,1
1031,4.00E+05,-1,-1,1107,3891,3891,120407,170,0
1032,170000,-1,-1,764,1100,1105,500,1500,0
1033,140000,-1,2,652,326,0,326,476,1
1034,2.00E+05,0,0,64195,65565,3000,3000,3000,0
1035,60000,1,-2,-1540,-1930,0,0,2000,0
1036,60000,1,2,43356,42381,0,5000,1800,1
1037,150000,0,0,11109,83376,78016,3048,3500,0
1038,180000,0,0,149698,137260,4834,4371,3405,1
1039,50000,0,0,43979,33403,2000,2000,1000,0
1040,50000,-1,-1,2562,8743,8769,0,659,0
1041,20000,-1,-1,70,-620,0,0,1400,0
1042,230000,2,-1,1292,3943,3951,1,594,1
1043,110000,0,0,55349,52914,2096,2003,1783,0
1044,90000,0,0,90922,80980,4273,3200,2500,0
1045,20000,2,2,16233,20547,5383,660,1538,1
1046,30000,0,0,26847,24815,2500,3500,3500,0
1047,220000,0,0,162105,170592,10000,5013,52,1
1048,140000,1,2,42897,45739,3821,1775,1833,1
1049,3.00E+05,-2,-2,3000,3300,3300,0,610,0
1050,1.00E+05,0,0,34704,30906,2011,2028,558,0
1051,110000,2,2,279,279,0,0,0,0
1052,270000,0,-1,10000,10000,10000,10000,5000,0
1053,30000,0,0,28033,17085,1525,200,29525,0
1054,70000,0,0,70476,68539,2700,3500,2000,0
1055,230000,2,2,1350,0,0,0,0,0
1056,20000,0,0,18852,16648,1500,4000,2000,0
1057,190000,1,2,115056,108137,0,4413,2000,0
